dictchain
Running CVC: true
Size bound: 20
Depth bound: 4
Names per round: 5
=====

[23:34:34.684]	BEG Initial search without labels or nullaries
[23:37:46.443]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> _, [0]=.L, ==_ -> _}
[23:37:46.443]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==_ -> _}
[23:37:46.444]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==L0[] -> _}
[23:37:46.444]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==L0[] -> _ -> _}
[23:37:46.444]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==L0[] -> L0[] -> _}
[23:37:46.444]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==L0[] -> L0[] -> V0}
[23:37:46.444]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==L0[] -> L0[] -> .L}
[23:37:46.445]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==L0[] -> V0 -> _}
[23:37:46.445]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==L0[] -> V0 -> V0}
[23:37:46.445]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==L0[] -> V0 -> V1}
[23:37:46.445]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==L0[] -> V0 -> .L}
[23:37:46.445]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==L0[] -> .L -> _}
[23:37:46.446]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==L0[] -> .L -> V0}
[23:37:46.446]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==L0[] -> .L -> .L}
[23:37:46.446]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==V0 -> _}
[23:37:46.446]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==V0 -> _ -> _}
[23:37:46.447]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==V0 -> L0[] -> _}
[23:37:46.447]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==V0 -> L0[] -> V0}
[23:37:46.447]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==V0 -> L0[] -> V1}
[23:37:46.447]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==V0 -> L0[] -> .L}
[23:37:46.461]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==V0 -> V0 -> _}
[23:37:46.462]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==V0 -> V0 -> V0}
[23:37:46.462]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==V0 -> V0 -> V1}
[23:37:46.462]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==V0 -> V0 -> .L}
[23:37:46.462]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==V0 -> V1 -> _}
[23:37:46.462]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==V0 -> V1 -> V0}
[23:37:46.462]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==V0 -> V1 -> V1}
[23:37:46.463]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==V0 -> V1 -> V2}
[23:37:46.463]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==V0 -> V1 -> .L}
[23:37:46.463]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==V0 -> .L -> _}
[23:37:46.463]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==V0 -> .L -> V0}
[23:37:46.463]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==V0 -> .L -> V1}
[23:37:46.463]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==V0 -> .L -> .L}
[23:37:46.463]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==.L -> _}
[23:37:46.464]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==.L -> _ -> _}
[23:37:46.464]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==.L -> L0[] -> _}
[23:37:46.464]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==.L -> L0[] -> V0}
[23:37:46.464]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==.L -> L0[] -> .L}
[23:37:46.464]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==.L -> V0 -> _}
[23:37:46.464]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==.L -> V0 -> V0}
[23:37:46.464]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==.L -> V0 -> V1}
[23:37:46.464]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==.L -> V0 -> .L}
[23:37:46.465]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==.L -> .L -> _}
[23:37:46.465]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==.L -> .L -> V0}
[23:37:46.465]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> V0, [0]=.L, ==.L -> .L -> .L}
[23:37:46.469]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==_ -> _}
[23:37:46.470]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==L0[] -> _}
[23:37:46.470]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==L0[] -> _ -> _}
[23:37:46.471]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==L0[] -> L0[] -> _}
[23:37:46.471]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==L0[] -> L0[] -> V0}
[23:37:46.471]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==L0[] -> L0[] -> .L}
[23:37:46.471]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==L0[] -> V0 -> _}
[23:37:46.471]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==L0[] -> V0 -> V0}
[23:37:46.471]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==L0[] -> V0 -> V1}
[23:37:46.472]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==L0[] -> V0 -> .L}
[23:37:46.472]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==L0[] -> .L -> _}
[23:37:46.472]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==L0[] -> .L -> V0}
[23:37:46.472]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==L0[] -> .L -> .L}
[23:37:46.472]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==V0 -> _}
[23:37:46.472]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==V0 -> _ -> _}
[23:37:46.473]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==V0 -> L0[] -> _}
[23:37:46.473]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==V0 -> L0[] -> V0}
[23:37:46.473]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==V0 -> L0[] -> V1}
[23:37:46.477]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==V0 -> L0[] -> .L}
[23:37:46.477]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==V0 -> V0 -> _}
[23:37:46.477]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==V0 -> V0 -> V0}
[23:37:46.478]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==V0 -> V0 -> V1}
[23:37:46.478]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==V0 -> V0 -> .L}
[23:37:46.478]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==V0 -> V1 -> _}
[23:37:46.478]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==V0 -> V1 -> V0}
[23:37:46.478]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==V0 -> V1 -> V1}
[23:37:46.478]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==V0 -> V1 -> V2}
[23:37:46.478]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==V0 -> V1 -> .L}
[23:37:46.478]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==V0 -> .L -> _}
[23:37:46.479]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==V0 -> .L -> V0}
[23:37:46.479]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==V0 -> .L -> V1}
[23:37:46.479]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==V0 -> .L -> .L}
[23:37:46.479]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==.L -> _}
[23:37:46.479]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==.L -> _ -> _}
[23:37:46.479]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==.L -> L0[] -> _}
[23:37:46.479]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==.L -> L0[] -> V0}
[23:37:46.479]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==.L -> L0[] -> .L}
[23:37:46.480]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==.L -> V0 -> _}
[23:37:46.480]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==.L -> V0 -> V0}
[23:37:46.480]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==.L -> V0 -> V1}
[23:37:46.480]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==.L -> V0 -> .L}
[23:37:46.480]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==.L -> .L -> _}
[23:37:46.480]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==.L -> .L -> V0}
[23:37:46.480]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=L0[] -> .L -> .L, [0]=.L, ==.L -> .L -> .L}
[23:37:46.480]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=V0 -> _, [0]=.L, ==_ -> _}
[23:37:46.481]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=V0 -> _ -> _, [0]=.L, ==_ -> _}
[23:37:46.481]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=V0 -> L0[] -> _, [0]=.L, ==_ -> _}
[23:37:46.481]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=V0 -> L0[] -> V0, [0]=.L, ==_ -> _}
[23:37:46.481]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=V0 -> L0[] -> V0, [0]=.L, ==L0[] -> _}
[23:37:46.481]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=V0 -> L0[] -> V0, [0]=.L, ==L0[] -> _ -> _}
[23:37:46.487]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=V0 -> L0[] -> V0, [0]=.L, ==L0[] -> L0[] -> _}
[23:37:46.487]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=V0 -> L0[] -> V0, [0]=.L, ==L0[] -> L0[] -> V0}
[23:37:46.487]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=V0 -> L0[] -> V0, [0]=.L, ==L0[] -> L0[] -> .L}
[23:37:46.487]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=V0 -> L0[] -> V0, [0]=.L, ==L0[] -> V0 -> _}
[23:37:46.487]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=V0 -> L0[] -> V0, [0]=.L, ==L0[] -> V0 -> V0}
[23:37:46.488]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=V0 -> L0[] -> V0, [0]=.L, ==L0[] -> V0 -> V1}
[23:37:46.488]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=V0 -> L0[] -> V0, [0]=.L, ==L0[] -> V0 -> .L}
[23:37:46.488]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=V0 -> L0[] -> V0, [0]=.L, ==L0[] -> .L -> _}
[23:37:46.488]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=V0 -> L0[] -> V0, [0]=.L, ==L0[] -> .L -> V0}
[23:37:46.488]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=V0 -> L0[] -> V0, [0]=.L, ==L0[] -> .L -> .L}
[23:37:46.488]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=V0 -> L0[] -> V0, [0]=.L, ==V0 -> _}
[23:37:46.488]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=V0 -> L0[] -> V0, [0]=.L, ==V0 -> _ -> _}
[23:37:46.488]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=V0 -> L0[] -> V0, [0]=.L, ==V0 -> L0[] -> _}
[23:37:46.489]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=V0 -> L0[] -> V0, [0]=.L, ==V0 -> L0[] -> V0}
[23:37:46.489]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> V0, "a"=.L, succ=L0[] -> .L, -=V0 -> L0[] -> V0, [0]=.L, ==V0 -> L0[] -> V1}
